GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000196262	7	44836279	44864163	113	25	613238	1.4019	0.080478	PPIA
ENSG00000105968	7	44866390	44887682	76	17	609261	-0.56578	0.71423	H2AFV
ENSG00000146676	7	44915896	44924960	17	10	591447	0.12784	0.44914	PURB
ENSG00000136286	7	45002261	45018697	52	13	619059	-0.096817	0.53856	MYO1G
ENSG00000136280	7	45039074	45116068	337	27	615278	1.6134	0.053329	CCM2
ENSG00000136274	7	45120037	45128513	33	10	605933	0.75924	0.22385	NACAD
ENSG00000136270	7	45139699	45151646	53	19	618234	1.971	0.024365	TBRG4
ENSG00000122679	7	45197390	45225901	230	16	622280	0.44886	0.32677	RAMP3
ENSG00000164742	7	45613739	45762715	597	71	613297	1.2435	0.10684	ADCY1
ENSG00000267988	7	45902684	45906045	16	7	628632	-1.3879	0.91741	AC096582.1
ENSG00000146678	7	45927956	45933267	21	8	617833	-0.2549	0.6006	IGFBP1
ENSG00000146674	7	45951949	45961473	31	14	606054	-0.85323	0.80323	IGFBP3
ENSG00000233539	7	46713383	46799449	425	48	610317	0.17969	0.4287	AC011294.3
ENSG00000136205	7	47314752	47622156	1227	153	608267	0.031374	0.48749	TNS3
ENSG00000221845	7	47694842	47701246	23	12	598123	0.47502	0.31738	C7orf65
ENSG00000136273	7	47735328	48019178	1434	115	617564	-1.5891	0.94398	HUS1
ENSG00000158683	7	47814250	47988088	806	77	617758	-1.7769	0.96221	PKD1L1
ENSG00000136275	7	47834889	47859445	113	25	617539	-0.73775	0.76967	C7orf69
ENSG00000164744	7	48026745	48068716	127	19	608059	-1.1427	0.87342	SUN3
ENSG00000164746	7	48075108	48100901	124	25	608209	-0.51339	0.69616	C7orf57
ENSG00000183696	7	48128225	48148330	67	21	601946	-0.14025	0.55577	UPP1
ENSG00000179869	7	48211055	48687092	2276	104	617489	-0.33735	0.63207	ABCA13
ENSG00000267970	7	48887362	48891221	13	6	623278	-1.3773	0.91578	AC004899.1
ENSG00000188730	7	49813257	49961546	531	62	603598	0.92277	0.17806	VWC2
ENSG00000042813	7	49890017	50160925	981	39	612063	-0.0023865	0.50095	ZPBP
ENSG00000164500	7	50135632	50199426	325	27	610092	0.57953	0.28112	C7orf72
ENSG00000185811	7	50343720	50472799	358	77	614587	-0.98787	0.83839	IKZF1
ENSG00000132436	7	50511831	50518088	17	7	613456	0.66567	0.25281	FIGNL1
ENSG00000132437	7	50526134	50633154	669	41	618021	-0.90178	0.81641	DDC
ENSG00000106070	7	50657760	50861159	911	53	611198	1.9431	0.026002	GRB10
ENSG00000106078	7	51083909	51384515	1011	85	604441	0.59278	0.27666	COBL
ENSG00000221900	7	53103349	53104617	12	4	601818	0.34814	0.36387	POM121L12
ENSG00000170419	7	54610018	54638773	123	27	605750	-0.76363	0.77745	VSTM2A
ENSG00000132432	7	54819943	54827667	42	12	617660	0.16934	0.43277	SEC61G
ENSG00000146648	7	55086714	55324313	1122	141	610415	0.46824	0.31981	EGFR
ENSG00000132434	7	55433141	55501435	290	26	591962	0.79478	0.21337	LANCL2
ENSG00000154978	7	55503749	55640681	765	19	619013	0.87542	0.19067	VOPP1
ENSG00000154997	7	55861237	55930482	318	43	609341	-0.53994	0.70538	SEPT14
ENSG00000249773	7	55954970	56022932	267	33	609148	1.7283	0.041963	MRPS17
ENSG00000178665	7	55955169	56009918	214	44	608834	1.6497	0.049506	ZNF713
ENSG00000146729	7	56019486	56067874	196	41	608094	1.3058	0.095804	GBAS
ENSG00000239789	7	56019512	56024192	21	8	602371	1.1863	0.11774	MRPS17
ENSG00000146733	7	56078744	56119297	144	37	605845	0.60954	0.27108	PSPH
ENSG00000146731	7	56119323	56131682	48	18	609560	1.4929	0.067735	CCT6A
ENSG00000129103	7	56131695	56148363	60	18	609956	1.1361	0.12796	SUMF2
ENSG00000164776	7	56148440	56160689	54	15	615550	1.0126	0.15564	PHKG1
ENSG00000106153	7	56169262	56174269	22	9	616691	0.57544	0.2825	CHCHD2
ENSG00000185290	7	56182374	56184093	3	2	587113	1.4867	0.068543	NUPR1L
ENSG00000185177	7	57187321	57207571	84	13	610005	-1.0202	0.84618	ZNF479
ENSG00000182111	7	57509883	57533252	145	14	603616	-0.90076	0.81614	ZNF716
ENSG00000230000	7	62809239	62812151	1	1	628384	-0.49019	0.688	AC006455.1
ENSG00000257482	7	63505821	63538927	185	19	602330	-0.33425	0.6309	ZNF727
ENSG00000197123	7	63688852	63727309	200	32	607751	-0.27972	0.61015	ZNF679
ENSG00000234444	7	63767837	63815238	274	30	606570	-1.3821	0.91653	ZNF736
ENSG00000173041	7	63980262	64023484	246	31	603139	-1.5396	0.93817	ZNF680
ENSG00000196247	7	64126511	64171404	185	32	586376	-1.8237	0.9659	ZNF107
ENSG00000197008	7	64254766	64294054	156	19	614465	0.93607	0.17462	ZNF138
ENSG00000198039	7	64330550	64391344	312	22	607053	-1.4405	0.92514	ZNF273
ENSG00000152926	7	64432154	64467062	146	15	613572	-0.26383	0.60404	ZNF117
ENSG00000213462	7	64451187	64467121	64	14	607545	-0.17378	0.56898	ERV3-1
ENSG00000146757	7	64838712	64866038	112	15	610232	-0.77476	0.78076	ZNF92
ENSG00000196715	7	65338254	65424550	258	27	605504	-0.64883	0.74178	VKORC1L1
ENSG00000169919	7	65425671	65447301	87	21	606198	0.86358	0.19391	GUSB
ENSG00000126522	7	65540785	65558545	70	18	608905	-0.45599	0.6758	ASL
ENSG00000249319	7	65552756	65617228	272	25	609235	-0.92082	0.82143	AC068533.7
ENSG00000241258	7	65579591	65619555	165	28	608649	-0.73868	0.76995	CRCP
ENSG00000169902	7	65670186	65885530	698	39	606425	-0.48318	0.68552	TPST1
ENSG00000267941	7	65939543	65940709	7	4	582051	-1.5584	0.94043	AC008267.1
ENSG00000243335	7	66093868	66276446	829	32	616253	0.52156	0.30099	KCTD7
ENSG00000154710	7	66147151	66276451	591	32	617110	0.59926	0.2745	RABGEF1
ENSG00000106609	7	66386212	66423538	151	29	611930	1.5021	0.066534	TMEM248
ENSG00000126524	7	66452664	66460588	46	26	604120	0.57217	0.2836	SBDS
ENSG00000198874	7	66460160	66704501	1323	41	620481	-0.62588	0.7343	TYW1
ENSG00000158321	7	69063905	70258054	3740	144	611355	9.1088	4.1643e-20	AUTS2
ENSG00000185274	7	70597155	71178585	2777	193	612915	2.0934	0.018159	WBSCR17
ENSG00000183166	7	71244476	71912136	2850	117	610570	0.46297	0.32169	CALN1
ENSG00000196313	7	72349936	72421979	125	55	580702	1.4945	0.067524	POM121
ENSG00000130305	7	72716514	72722864	13	10	600683	1.3574	0.087322	NSUN5
ENSG00000146755	7	72726535	72742085	34	19	607645	0.44745	0.32727	TRIM50
ENSG00000077800	7	72742167	72772634	87	15	611780	0.77395	0.21948	FKBP6
ENSG00000188763	7	72848109	72850450	5	3	593243	1.311	0.094927	FZD9
ENSG00000009954	7	72854728	72936608	225	49	601492	0.55482	0.28951	BAZ1B
ENSG00000106635	7	72950686	72972332	54	13	606236	-0.65673	0.74432	BCL7B
ENSG00000106638	7	72983262	72993121	33	14	615190	0.78161	0.21722	TBL2
ENSG00000009950	7	73007524	73038873	120	27	609704	0.77691	0.21861	MLXIPL
ENSG00000176428	7	73082155	73086442	15	6	597994	0.62729	0.26524	VPS37D
ENSG00000176410	7	73095299	73097783	16	5	623214	1.1444	0.12622	DNAJC30
ENSG00000071462	7	73097355	73119491	81	15	622807	1.259	0.10401	WBSCR22
ENSG00000106089	7	73113536	73134002	58	22	613945	1.495	0.067456	STX1A
ENSG00000106077	7	73150424	73153197	8	4	624463	0.23666	0.40646	ABHD11
ENSG00000165215	7	73183328	73184600	6	3	621683	-1.0651	0.85658	CLDN3
ENSG00000189143	7	73213872	73247014	103	14	610624	0.13375	0.4468	CLDN4
ENSG00000165171	7	73248920	73256865	20	2	612886	-0.39829	0.65479	WBSCR27
ENSG00000175877	7	73275489	73280223	23	6	610851	-0.3765	0.64673	WBSCR28
ENSG00000049540	7	73442119	73484237	134	49	602793	2.1203	0.01699	ELN
ENSG00000106683	7	73497263	73536855	128	34	603915	1.5187	0.064419	LIMK1
ENSG00000106682	7	73588575	73611431	47	26	597533	0.27996	0.38975	EIF4H
ENSG00000086730	7	73613982	73644161	57	32	595514	3.0035	0.0013343	LAT2
ENSG00000049541	7	73645829	73668774	84	23	581939	2.325	0.010037	RFC2
ENSG00000106665	7	73703805	73820273	393	47	607400	3.4947	0.00023731	CLIP2
ENSG00000006704	7	73868120	74016931	563	75	601553	2.6479	0.00405	GTF2IRD1
ENSG00000077809	7	74071994	74175026	194	46	602847	-0.058434	0.5233	GTF2I
ENSG00000158517	7	74188309	74203659	1	1	566086	-1.1901	0.883	NCF1
ENSG00000196275	7	74210483	74267847	6	3	548987	-1.764	0.96114	GTF2IRD2
ENSG00000183086	7	74379083	74438803	1	1	575705	0.077784	0.469	GATSL1
ENSG00000174374	7	74441226	74490064	35	14	608125	-0.9491	0.82872	WBSCR16
ENSG00000174428	7	74508364	74565623	5	3	534222	-0.70876	0.76076	GTF2IRD2B
ENSG00000198750	7	74807499	74867509	2	1	542347	-0.12078	0.54807	GATSL2
ENSG00000178809	7	75024337	75040279	2	1	570896	1.9715	0.024333	TRIM73
ENSG00000135213	7	75046066	75115548	149	36	611070	-0.17247	0.56847	POM121C
ENSG00000127946	7	75162621	75368280	928	101	614039	-0.49328	0.68909	HIP1
ENSG00000006606	7	75398851	75419214	123	21	611426	1.7237	0.042383	CCL26
ENSG00000106178	7	75440983	75452674	73	19	624835	0.49294	0.31103	CCL24
ENSG00000005486	7	75471920	75518244	174	49	608390	2.496	0.0062804	RHBDD2
ENSG00000127948	7	75528518	75616173	356	48	593880	0.14088	0.44398	POR
ENSG00000127952	7	75625656	75677322	184	40	613177	0.5083	0.30562	STYXL1
ENSG00000146701	7	75677369	75696826	75	17	614082	1.0999	0.1357	MDH2
ENSG00000177679	7	75831216	75916605	307	37	617595	-0.26414	0.60417	SRRM3
ENSG00000106211	7	75931861	75933612	11	6	598160	-1.204	0.88571	HSPB1
ENSG00000170027	7	75956116	75988348	105	24	613739	0.31727	0.37552	YWHAG
ENSG00000146700	7	76018651	76039012	112	19	616037	-0.33953	0.63289	SRCRB4D
ENSG00000188372	7	76026835	76071388	213	34	620529	0.0544	0.47831	ZP3
ENSG00000091073	7	76090993	76135312	55	15	599051	0.24776	0.40216	DTX2
ENSG00000243566	7	76139745	76648340	1099	108	612188	1.0272	0.15216	UPK3B
ENSG00000146707	7	76239303	76256578	25	8	619938	1.3338	0.091128	POMZP3
ENSG00000135205	7	76751751	76958850	829	52	613584	-0.90708	0.81782	CCDC146
ENSG00000127951	7	76822688	76829143	12	9	590124	-0.81042	0.79115	FGL2
ENSG00000186088	7	76940068	77045717	402	42	618799	1.2165	0.1119	GSAP
ENSG00000127947	7	77166592	77269388	364	29	615617	1.7092	0.043709	PTPN12
ENSG00000187257	7	77325760	77412339	320	29	612911	1.8742	0.030451	RSBN1L
ENSG00000135211	7	77423045	77427897	18	10	611098	1.9918	0.023196	TMEM60
ENSG00000006576	7	77428122	77586818	486	44	615900	1.9676	0.024558	PHTF2
ENSG00000187391	7	77646393	79082890	7032	379	615465	5.8456	2.5232e-09	MAGI2
ENSG00000127955	7	79763271	79848718	296	45	611656	0.77975	0.21777	GNAI1
ENSG00000135218	7	79998891	80308593	1140	81	616762	2.3251	0.010034	CD36
ENSG00000214415	7	80087987	80141336	174	30	614139	0.52198	0.30084	GNAT3
ENSG00000075223	7	80371854	80551675	598	86	605393	-0.0057902	0.50231	SEMA3C
ENSG00000237896	7	80804824	80828431	152	25	615187	-0.42522	0.66466	AC005008.2
ENSG00000019991	7	81328322	81399754	211	32	603311	-1.4757	0.92998	HGF
ENSG00000153956	7	81575760	82073114	2226	154	606257	1.9104	0.028043	CACNA2D1
ENSG00000186472	7	82383329	82792246	1524	85	614472	1.7515	0.039933	PCLO
ENSG00000170381	7	82993222	83278326	1240	66	617011	1.5439	0.061308	SEMA3E
ENSG00000075213	7	83585093	84122040	2335	124	617318	-0.87955	0.81045	SEMA3A
ENSG00000153993	7	84624869	84816171	507	63	604141	0.1172	0.45335	SEMA3D
ENSG00000198822	7	86273230	86494200	642	69	612033	1.9538	0.025361	GRM3
ENSG00000164659	7	86506222	86689015	587	35	612726	0.81309	0.20808	KIAA1324L
ENSG00000135164	7	86781677	86825653	167	17	616782	-0.45382	0.67502	DMTF1
ENSG00000135185	7	86825478	86849903	92	17	610719	0.0038488	0.49846	TMEM243
ENSG00000005469	7	86974997	87029111	176	37	608681	0.23151	0.40846	CROT
ENSG00000005471	7	87031013	87109751	243	31	614109	-0.37732	0.64703	ABCB4
ENSG00000085563	7	87133175	87342611	624	64	611930	-1.1934	0.88365	ABCB1
ENSG00000105784	7	87256864	87461611	505	34	607359	-1.3913	0.91793	RUNDC3B
ENSG00000075303	7	87462883	87505672	117	25	614468	-0.9105	0.81872	SLC25A40
ENSG00000006634	7	87505531	87538856	105	24	605890	-1.4686	0.92903	DBF4
ENSG00000008277	7	87563458	87832204	662	51	609848	0.6076	0.27173	ADAM22
ENSG00000075142	7	87834433	87856308	45	14	617135	1.2808	0.10013	SRI
ENSG00000127954	7	87905744	87936206	76	14	605993	0.49967	0.30865	STEAP4
ENSG00000182348	7	88388682	88966346	2664	137	613690	3.7154	0.00010144	ZNF804B
ENSG00000164645	7	88423420	88425035	10	5	608039	2.1597	0.0154	C7orf62
ENSG00000164647	7	89783689	89794143	25	8	612992	-0.2493	0.59844	STEAP1
ENSG00000157214	7	89796904	89867451	259	22	618344	-0.45977	0.67716	STEAP2
ENSG00000105792	7	89874488	89940377	270	29	595731	0.69564	0.24333	C7orf63
ENSG00000105793	7	89964537	90020769	248	36	611482	0.32316	0.37329	GTPBP10
ENSG00000157224	7	90013035	90142716	515	49	611487	0.76323	0.22266	CLDN12
ENSG00000058091	7	90095738	90839905	2981	120	613947	1.2793	0.10039	CDK14
ENSG00000157240	7	90893783	90898123	8	4	593509	1.6173	0.052905	FZD1
ENSG00000127989	7	91321323	91510034	500	45	606133	0.3418	0.36625	MTERF
ENSG00000127914	7	91570181	91739987	464	24	609482	0.13285	0.44716	AKAP9
ENSG00000001630	7	91741465	91772266	78	9	614848	0.22936	0.4093	CYP51A1
ENSG00000240720	7	91741473	91808845	152	17	615997	0.56171	0.28716	LRRD1
ENSG00000001631	7	91828283	91875480	95	31	605067	1.2601	0.10381	KRIT1
ENSG00000001629	7	91875548	92030698	312	49	605209	1.698	0.044759	ANKIB1
ENSG00000157259	7	92076767	92088150	24	13	609387	1.7038	0.044205	GATAD1
ENSG00000242950	7	92097694	92107300	32	14	606566	0.91679	0.17963	ERVW-1
ENSG00000127980	7	92116334	92157845	94	23	612719	1.8936	0.029138	PEX1
ENSG00000127993	7	92158087	92167319	30	13	613416	1.0304	0.15141	RBM48
ENSG00000234545	7	92190107	92219708	90	20	615969	1.4404	0.074882	FAM133B
ENSG00000105810	7	92234235	92465908	472	87	606058	3.0319	0.0012153	CDK6
ENSG00000205413	7	92728829	92747336	82	19	623260	-0.065783	0.52622	SAMD9
ENSG00000177409	7	92759368	92777682	53	22	607449	-0.64129	0.73933	SAMD9L
ENSG00000188175	7	92817899	92855837	96	32	619819	-0.60961	0.72894	HEPACAM2
ENSG00000004766	7	92861653	92988338	281	50	607776	0.072868	0.47096	CCDC132
ENSG00000004948	7	93053799	93204042	551	53	612313	-0.62537	0.73414	CALCR
ENSG00000127928	7	93220885	93540577	1209	99	611643	0.59147	0.2771	GNGT1
ENSG00000105825	7	93514709	93520303	22	4	630207	-0.16328	0.56485	TFPI2
ENSG00000127920	7	93551011	93557922	37	17	596290	3.2827	0.00051409	GNG11
ENSG00000105829	7	93592074	93633694	107	35	601457	-1.0526	0.85373	BET1
ENSG00000164692	7	94023873	94060544	138	33	612360	0.57428	0.28289	COL1A2
ENSG00000127995	7	94138531	94186331	132	25	616140	-0.064483	0.52571	CASD1
ENSG00000127990	7	94214542	94285521	169	31	599117	0.21709	0.41407	SGCE
ENSG00000242265	7	94285637	94299007	26	13	612260	1.0249	0.15271	PEG10
ENSG00000158528	7	94536514	94925727	1174	69	603966	-0.095253	0.53794	PPP1R9A
ENSG00000005421	7	94926988	95025673	423	43	610443	0.88451	0.18821	PON1
ENSG00000105852	7	94989256	95025680	172	29	599705	0.91735	0.17948	PON3
ENSG00000105854	7	95034175	95064510	113	20	621790	1.0532	0.14614	PON2
ENSG00000005981	7	95107756	95169544	244	47	615378	0.47401	0.31775	ASB4
ENSG00000269449	7	95171457	95173854	12	8	599836	1.9196	0.027455	AC002451.1
ENSG00000004799	7	95212811	95225803	60	13	610446	1.1384	0.12747	PDK4
ENSG00000158560	7	95401866	95739634	1271	121	609105	-0.20597	0.58159	DYNC1I1
ENSG00000004864	7	95749532	95951459	547	39	595103	0.58551	0.2791	SLC25A13
ENSG00000197851	7	96110938	96132835	68	22	612202	1.6912	0.045397	C7orf76
ENSG00000127922	7	96110938	96339203	680	47	613252	2.006	0.022428	SHFM1
ENSG00000006377	7	96634860	96640351	11	6	602409	5.8557	2.3751e-09	DLX6
ENSG00000105880	7	96649704	96654409	17	12	609821	2.8444	0.0022247	DLX5
ENSG00000196636	7	96745902	96811075	211	30	606942	2.1122	0.017333	ACN9
ENSG00000006128	7	97361220	97369784	33	6	614042	1.5382	0.062005	TAC1
ENSG00000070669	7	97481430	97501854	77	19	619299	2.7448	0.0030272	ASNS
ENSG00000135175	7	97613996	97620481	36	5	622751	1.1814	0.11872	OCM2
ENSG00000164715	7	97736197	97838945	396	40	613287	1.8975	0.028881	LMTK2
ENSG00000180535	7	97840739	97842291	8	5	624463	1.9478	0.025721	BHLHA15
ENSG00000205356	7	97843936	97881563	146	26	611722	3.3377	0.00042235	TECPR1
ENSG00000164713	7	97881691	97937162	211	24	609990	3.0586	0.001112	BRI3
ENSG00000006453	7	97920963	98030380	367	21	613014	2.7394	0.0030772	BAIAP2L1
ENSG00000106236	7	98246609	98259180	38	13	598701	-0.061513	0.52452	NPTX2
ENSG00000166448	7	98444111	98468394	86	25	597006	0.3772	0.35301	TMEM130
ENSG00000196367	7	98475556	98610866	431	37	603901	0.16433	0.43474	TRRAP
ENSG00000198742	7	98625061	98741723	336	64	603011	2.4459	0.0072249	SMURF1
ENSG00000185467	7	98771197	98805129	184	15	621551	2.1824	0.01454	KPNA7
ENSG00000241685	7	98923521	98985787	179	32	608525	5.0992	1.7058e-07	ARPC1A
ENSG00000130429	7	98971872	98992424	64	16	610038	5.1041	1.6616e-07	ARPC1B
ENSG00000106244	7	98989671	99006452	41	15	599392	4.6967	1.3223e-06	PDAP1
ENSG00000106245	7	99006264	99017239	49	19	599596	3.9665	3.6473e-05	BUD31
ENSG00000106246	7	99014362	99063787	175	36	603694	5.9626	1.2415e-09	PTCD1
ENSG00000248919	7	99017372	99063820	154	31	603562	5.9157	1.6519e-09	ATP5J2-PTCD1
ENSG00000160917	7	99036545	99054994	65	15	609935	4.9772	3.2259e-07	CPSF4
ENSG00000214314	7	99040552	99040747	1	1	632802	1.3931	0.0818	AC073063.1
ENSG00000241468	7	99046098	99063954	60	16	604050	5.5701	1.2729e-08	ATP5J2
ENSG00000198556	7	99070464	99101273	79	33	601771	5.1885	1.0599e-07	ZNF789
ENSG00000160908	7	99084142	99097947	32	14	613102	2.6439	0.0040984	ZNF394
ENSG00000196652	7	99102274	99132323	70	22	604335	6.3125	1.3726e-10	ZKSCAN5
ENSG00000221909	7	99143931	99156159	19	9	592145	5.3224	5.1195e-08	FAM200A
ENSG00000197343	7	99156029	99174076	52	21	611916	5.5188	1.7062e-08	ZNF655
ENSG00000272647	7	99156291	99205433	137	30	605392	5.9115	1.6954e-09	GS1-259H13.10
ENSG00000197037	7	99214569	99230030	38	17	602083	3.4269	0.00030523	ZSCAN25
ENSG00000106258	7	99245817	99277621	67	27	616448	3.3927	0.00034602	CYP3A5
ENSG00000160870	7	99302660	99332819	92	10	610847	2.2381	0.012607	CYP3A7
ENSG00000160868	7	99354604	99381888	54	30	590106	2.1636	0.015246	CYP3A4
ENSG00000021461	7	99425636	99463718	137	21	607716	4.0577	2.4783e-05	CYP3A43
ENSG00000244623	7	99473610	99474680	9	3	588325	-0.58641	0.7212	OR2AE1
ENSG00000146833	7	99474581	99517223	142	22	597766	0.58981	0.27766	TRIM4
ENSG00000176402	7	99520892	99527243	25	8	620228	1.2118	0.11279	GJC3
ENSG00000160862	7	99564343	99573780	23	11	607200	0.73238	0.23197	AZGP1
ENSG00000106261	7	99613204	99639312	76	27	601477	4.0011	3.1527e-05	ZKSCAN1
ENSG00000166529	7	99647390	99662661	34	10	594667	1.622	0.052403	ZSCAN21
ENSG00000166526	7	99661656	99680171	51	19	611168	2.2811	0.011271	ZNF3
ENSG00000168090	7	99686577	99689823	8	5	585170	0.23401	0.40749	COPS6
ENSG00000166508	7	99690351	99699563	34	10	600837	2.2514	0.01218	MCM7
ENSG00000221838	7	99699172	99707968	31	11	612522	3.5263	0.0002107	AP4M1
ENSG00000106290	7	99704693	99717464	30	11	611283	3.2398	0.00059811	TAF6
ENSG00000166997	7	99717236	99723134	10	6	594696	1.6723	0.047233	CNPY4
ENSG00000214309	7	99724317	99726118	4	2	585170	-0.30742	0.62074	MBLAC1
ENSG00000188186	7	99746530	99753567	17	8	599745	1.3907	0.082161	LAMTOR4
ENSG00000146826	7	99752043	99756338	8	5	593509	0.1497	0.4405	C7orf43
ENSG00000197093	7	99756867	99766373	27	12	592432	1.6903	0.045487	GAL3ST4
ENSG00000213420	7	99767229	99774995	18	11	611077	2.1021	0.017774	GPC2
ENSG00000066923	7	99775186	99819111	143	19	614348	1.1636	0.12229	STAG3
ENSG00000160844	7	99798283	99869855	218	43	606855	1.4461	0.074075	GATS
ENSG00000213413	7	99815864	99819113	15	7	606757	1.9647	0.024723	PVRIG
ENSG00000214300	7	99905325	99919819	13	6	601451	0.39543	0.34626	SPDYE3
ENSG00000121716	7	99933737	99965356	73	15	608208	0.53515	0.29627	PILRB
ENSG00000085514	7	99965153	99997719	75	21	609570	0.45369	0.32502	PILRA
ENSG00000078487	7	99998449	100026615	61	12	612045	0.62803	0.26499	ZCWPW1
ENSG00000146834	7	100026413	100031741	19	7	602718	0.78152	0.21725	MEPCE
ENSG00000160813	7	100032905	100034188	1	1	566086	0.80296	0.211	PPP1R35
ENSG00000185955	7	100054238	100061894	15	9	583549	-0.34814	0.63613	C7orf61
ENSG00000166925	7	100060982	100076902	32	10	598623	0.69467	0.24363	TSC22D4
ENSG00000166924	7	100081550	100092422	35	15	602910	-0.15848	0.56296	NYAP1
ENSG00000106351	7	100136834	100165842	67	22	595709	0.828	0.20384	AGFG2
ENSG00000205307	7	100169855	100171270	2	1	604254	0.6448	0.25953	SAP25
ENSG00000077454	7	100169855	100183776	49	20	604011	0.44025	0.32988	LRCH4
ENSG00000106336	7	100181605	100198740	32	17	594989	-0.045138	0.518	FBXO24
ENSG00000106333	7	100199800	100205798	15	10	589123	-0.25995	0.60255	PCOLCE
ENSG00000106330	7	100209725	100213007	8	2	614874	1.2573	0.10432	MOSPD3
ENSG00000106327	7	100218039	100240402	65	22	598536	1.5824	0.056784	TFR2
ENSG00000077080	7	100240720	100254084	34	19	597489	0.59241	0.27679	ACTL6B
ENSG00000172354	7	100271154	100276797	18	12	603130	-1.8236	0.9659	GNB2
ENSG00000146830	7	100277130	100287071	42	20	614419	-0.57865	0.71859	GIGYF1
ENSG00000172336	7	100303676	100305118	5	2	632802	-0.5362	0.70409	POP7
ENSG00000130427	7	100318423	100321323	12	8	610563	-1.4496	0.92642	EPO
ENSG00000196411	7	100400187	100425121	93	21	619706	0.14872	0.44089	EPHB4
ENSG00000146828	7	100424442	100464631	130	37	611203	0.055041	0.47805	SLC12A9
ENSG00000087077	7	100464760	100471076	20	10	603977	0.16404	0.43485	TRIP6
ENSG00000087087	7	100472733	100486285	55	19	598614	-0.27154	0.60701	SRRT
ENSG00000176125	7	100486346	100487339	2	1	632802	-0.22648	0.58958	UFSP1
ENSG00000087085	7	100487615	100494594	24	12	600426	0.52015	0.30148	ACHE
ENSG00000169894	7	100547187	100611118	47	16	590871	-0.57801	0.71837	MUC3A
ENSG00000228273	7	100547257	100550424	15	6	589007	-0.40322	0.65661	MUC3A
ENSG00000205277	7	100612904	100662230	140	28	609630	-0.12978	0.55163	MUC12
ENSG00000169876	7	100663353	100702020	173	38	598619	0.39393	0.34682	MUC17
ENSG00000169871	7	100728720	100735017	28	10	612424	0.58856	0.27808	TRIM56
ENSG00000106366	7	100770370	100782547	57	19	617965	3.9707	3.583e-05	SERPINE1
ENSG00000106367	7	100797678	100804877	35	8	619734	2.8603	0.0021159	AP1S1
ENSG00000128564	7	100805790	100808874	1	1	566086	0.9621	0.168	VGF
ENSG00000167011	7	100813774	100823557	56	15	619856	3.428	0.00030402	NAT16
